% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=584557, Mon Jan 14 20:20:22 2019, <python>{}</python>
1 8 0.849508487942 1.0000375007 -0.56 -5.6000000000000005e-01 -0.46 -0.06   
2 16 0.695909105753 1.19813228384 -0.56 -5.5000000000000004e-01 -0.36 -0.11   
3 24 0.565375295623 1.30461568518 -0.85 -8.4999999999999998e-01 -0.55 -0.27   
4 32 0.546694706016 1.31661040767 -1.1400000000000001 -1.1400000000000001e+00 -0.48 -0.28   
5 40 0.648056964832 1.52491345175 -1.1400000000000001 -7.1999999999999997e-01 -0.41 -0.3   
6 48 0.641789667867 1.75995208015 -1.1400000000000001 -8.7000000000000000e-01 -0.45 -0.36   
7 56 0.581390383232 1.85978127624 -1.1400000000000001 -7.1999999999999997e-01 -0.59 -0.4   
8 64 0.56436421613 2.19980278416 -1.1400000000000001 -9.1000000000000003e-01 -0.45 -0.21   
9 72 0.633015618887 2.19802248547 -1.1400000000000001 -6.4000000000000001e-01 -0.38 -0.1   
10 80 0.662208242901 2.31357517719 -1.1400000000000001 -6.9000000000000006e-01 -0.49 -0.07   
11 88 0.580941497303 2.35519430217 -1.1400000000000001 -7.0000000000000007e-01 -0.29 -0.03   
12 96 0.549979628451 2.37107200871 -1.1400000000000001 -8.3999999999999997e-01 -0.29 -0.03   
13 104 0.569131839588 2.41775234793 -1.1400000000000001 -6.2000000000000000e-01 -0.52 -0.2   
14 112 0.665431570855 2.74229176855 -1.1400000000000001 -7.6000000000000001e-01 -0.48 -0.25   
15 120 0.587467718811 2.49761600539 -1.1400000000000001 -5.9999999999999998e-01 -0.5 -0.07   
16 128 0.535370232447 2.37227043225 -2.52 -2.5200000000000000e+00 -0.45 -0.26   
17 136 0.423106918191 2.53119025204 -2.52 -7.2999999999999998e-01 -0.49 -0.32   
18 144 0.392203950477 2.75732592894 -2.52 -9.5999999999999996e-01 -0.57 -0.34   
19 152 0.480401693146 2.81544817196 -2.52 -5.9999999999999998e-01 -0.37 -0.24   
20 160 0.507598294408 2.772693091 -2.52 -8.0000000000000004e-01 -0.54 -0.39   
21 168 0.504910198875 3.12766619553 -2.52 -6.7000000000000004e-01 -0.5 -0.33   
22 176 0.787738169146 3.36748441495 -2.52 -8.9000000000000001e-01 -0.58 -0.29   
23 184 0.96892849145 4.17896096221 -2.52 -8.3000000000000007e-01 -0.53 -0.38   
24 192 1.06042300273 4.08277460315 -2.52 -8.2000000000000006e-01 -0.46 -0.45   
25 200 0.994789428744 4.30160249857 -2.52 -7.5000000000000000e-01 -0.52 -0.43   
26 208 1.00097556551 4.54847877608 -2.52 -7.5000000000000000e-01 -0.53 -0.41   
27 216 0.812001563255 4.57359354841 -2.52 -8.3999999999999997e-01 -0.5 -0.39   
28 224 0.79525252868 4.60175171711 -2.52 -5.8999999999999997e-01 -0.47 -0.36   
29 232 0.812399043086 5.22842840475 -2.52 -8.8000000000000000e-01 -0.64 -0.36   
30 240 0.828994522273 6.22942686962 -2.52 -8.3000000000000007e-01 -0.55 -0.36   
31 248 0.676060877806 7.08651335229 -2.52 -8.3999999999999997e-01 -0.65 -0.43   
32 256 0.66095281813 6.71057542366 -2.52 -9.7999999999999998e-01 -0.6 -0.33   
33 264 0.716153957417 7.34972701703 -2.52 -1.8200000000000001e+00 -0.51 -0.34   
34 272 0.720503357824 7.84301624189 -2.52 -9.8999999999999999e-01 -0.55 -0.46   
35 280 0.655588616903 6.86183694442 -2.52 -8.4999999999999998e-01 -0.66 -0.37   
36 288 0.657243469804 6.5649695881 -2.52 -1.1000000000000001e+00 -0.64 -0.51   
37 296 0.682665068333 5.70010635349 -2.52 -7.6000000000000001e-01 -0.63 -0.37   
38 304 0.684627659759 4.94049693812 -2.52 -1.3700000000000001e+00 -0.64 -0.43   
39 312 0.642331046855 5.35108819806 -2.5500000000000003 -2.5500000000000003e+00 -0.69 -0.48   
40 320 0.631092832471 5.02447299475 -2.5500000000000003 -9.1000000000000003e-01 -0.65 -0.41   
41 328 0.692596461302 4.5515844242 -2.5500000000000003 -7.5000000000000000e-01 -0.58 -0.5   
42 336 0.800916670492 4.22075804464 -2.5500000000000003 -1.1500000000000001e+00 -0.64 -0.36   
43 344 0.834575533087 4.17143868152 -2.5500000000000003 -7.9000000000000004e-01 -0.63 -0.49   
44 352 1.17198047378 4.67502008625 -2.5500000000000003 -9.3000000000000005e-01 -0.66 -0.36   
45 360 1.57716248824 5.85059145583 -2.5500000000000003 -1.1899999999999999e+00 -0.7 -0.36   
46 368 2.36106455332 6.25570391943 -2.56 -2.5600000000000001e+00 -0.72 -0.23   
47 376 2.93537336384 6.68985737695 -2.56 -1.7000000000000000e+00 -0.56 -0.44   
48 384 3.43465489429 6.96017649064 -2.56 -2.1400000000000001e+00 -0.64 -0.54   
49 392 3.70593848607 7.73540512157 -2.56 -2.1499999999999999e+00 -1.07 -0.57   
50 400 3.93175318545 7.72295831263 -2.56 -1.6200000000000001e+00 -0.7 -0.52   
51 408 3.58201997274 7.22057126974 -2.56 -1.9299999999999999e+00 -0.81 -0.42   
52 416 3.35958197513 7.56926770948 -2.56 -2.1200000000000001e+00 -0.97 -0.67   
53 424 3.09795449544 8.27727390833 -2.56 -1.3700000000000001e+00 -0.66 -0.52   
54 432 3.15195379531 7.85843500506 -2.56 -1.6300000000000001e+00 -1.32 -0.49   
55 440 3.13247468166 8.39703048733 -2.56 -1.9399999999999999e+00 -1.22 -0.56   
