% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=584557, Mon Jan 14 20:20:22 2019
1 8 0.849508487942 1.0000375007 1.0 1.0 1.00001250008 1.00002500031 1.0000375007
2 16 0.695909105753 1.03366863432 0.86273331272 0.86273331272 0.965585796326 0.974866792849 1.03366863432
3 24 0.565375295623 1.05377494189 0.807728248144 0.807728248144 0.909177365237 0.983605412393 1.05377494189
4 32 0.546694706016 0.996705264692 0.757023686647 0.757023686647 0.863515084421 0.932965928041 0.996705264692
5 40 0.648056964832 1.02477306995 0.672020480096 0.672020480096 0.88024264848 0.898005021192 1.02477306995
6 48 0.641789667867 1.22165663753 0.694141989039 0.694141989039 0.83653834249 0.901165505609 1.22165663753
7 56 0.581390383232 1.17951554784 0.634222724422 0.634222724422 0.799676759236 0.892892581473 1.17951554784
8 64 0.56436421613 1.21302245268 0.551423273675 0.551423273675 0.790491384358 0.865689631546 1.21302245268
9 72 0.633015618887 1.22265608274 0.556252763936 0.556252763936 0.738641438236 0.822426598814 1.22265608274
10 80 0.662208242901 1.29613109349 0.560228647967 0.560228647967 0.697498743621 0.821534339223 1.29613109349
11 88 0.580941497303 1.26835047871 0.538533265616 0.538533265616 0.682759911 0.82597910725 1.26835047871
12 96 0.549979628451 1.24704418956 0.525941086976 0.525941086976 0.648005718909 0.75014376751 1.24704418956
13 104 0.569131839588 1.20534863477 0.498540984069 0.498540984069 0.622878006287 0.720442750748 1.20534863477
14 112 0.665431570855 1.32428937051 0.482913374023 0.482913374023 0.634623145476 0.684272579072 1.32428937051
15 120 0.587467718811 1.25942456258 0.50425067739 0.50425067739 0.594808517207 0.788566353426 1.25942456258
16 128 0.535370232447 1.16922709101 0.49287259796 0.49287259796 0.566912838596 0.755239571924 1.16922709101
17 136 0.423106918191 1.09830318486 0.433907796529 0.433907796529 0.551533076422 0.808154720006 1.09830318486
18 144 0.392203950477 1.04565474671 0.379227836556 0.379227836556 0.550987298915 0.817280807129 1.04565474671
19 152 0.480401693146 1.07105619705 0.380421208857 0.380421208857 0.507646427407 0.800471307714 1.07105619705
20 160 0.507598294408 1.14020487941 0.41122650145 0.41122650145 0.495615164127 0.827450852734 1.14020487941
21 168 0.504910198875 1.13501226243 0.362894308878 0.362894308878 0.5350461124 0.848179726326 1.13501226243
22 176 0.787738169146 1.17094436165 0.34772079611 0.34772079611 0.530153686484 0.786038142684 1.17094436165
23 184 0.96892849145 1.40632221268 0.336524371824 0.336524371824 0.519150503587 0.765223563744 1.40632221268
