% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=584557, Mon Jan 14 20:20:22 2019
1 8 -0.0423025557584 -6.12414110343e-05 0.038940604583 0.0393418128425 1 1 1 1
2 16 -0.0433323132698 -0.0113799668918 0.0282602778781 0.131737769114 1 1 1 1
3 24 -0.116986184784 -0.0261947773846 0.0116498077753 0.0413495994553 1 1 1 1
4 32 -0.308543916001 -0.0165170018482 0.00556678455316 0.146994846605 1 1 1 1
5 40 -0.30556561641 -0.0154691992264 0.0740836633062 0.152822621614 1 1 1 1
6 48 -0.252692609779 -0.054716356808 0.143763135008 0.233440718699 1 1 1 1
7 56 -0.267699869355 -0.0406171887373 0.058587109009 0.335169214002 1 1 1 1
8 64 -0.209855339953 -0.0229982593988 0.0168120677992 0.365154480927 1 1 1 1
9 72 -0.311822600466 -0.01124342623 0.114816775077 0.405671709892 1 1 1 1
10 80 -0.258430539979 -0.06798044807 0.00654618823257 0.323832666037 1 1 1 1
11 88 -0.209393035215 -0.115341921523 0.0457848423912 0.312676156585 1 1 1 1
12 96 -0.202010118446 -0.0102356682837 0.0960959172318 0.19059726406 1 1 1 1
13 104 -0.163650912 -0.063302546123 0.0300813948409 0.391485443966 1 1 1 1
14 112 -0.177196829207 -0.137517941595 0.120436696522 0.287124602964 1 1 1 1
15 120 -0.267192844546 -0.189079044649 0.018148773969 0.292789025728 1 1 1 1
16 128 -0.172269606131 -0.0987289748239 0.036795387017 0.331971166946 1 1 1 1
17 136 -0.201420157715 -0.0654113134204 0.180918748724 0.394596548148 1 1 1 1
18 144 -0.128502231882 -0.0344874874243 0.143527360709 0.405365481357 1 1 1 1
19 152 -0.306947558432 -0.253380904584 0.0961239165428 0.342149876066 1 1 1 1
20 160 -0.362922023261 -0.19055259346 0.0332378294235 0.312136413353 1 1 1 1
21 168 -0.516403847669 -0.0258470110507 0.132077404966 0.231185574869 1 1 1 1
22 176 -0.633607887869 -0.0143542983775 0.261864375154 0.317193021665 1 1 1 1
23 184 -0.574798835987 -0.0429507888116 0.0387192988847 0.276673615977 1 1 1 1
24 192 -0.609317892917 -0.0519846942528 0.156732627448 0.259546364196 1 1 1 1
25 200 -0.636806800851 -0.533029757895 0.0768683342976 0.42257891181 1 1 1 1
26 208 -0.675589213748 -0.035529849894 0.0925886880233 0.351780777286 1 1 1 1
27 216 -0.671973463155 -0.0089600919849 0.0329580748534 0.246927865323 1 1 1 1
28 224 -0.707091474592 -0.0143255007191 0.0451847263344 0.223387787389 1 1 1 1
29 232 -0.782115142139 -0.03920517086 0.0764780349726 0.338937718973 1 1 1 1
30 240 -0.850300150415 -0.104059561239 0.0272846122052 0.518128498747 1 1 1 1
31 248 -0.834688329817 -0.115584648498 0.017253881189 0.493196103717 1 1 1 1
32 256 -0.848745725917 -0.174071056601 0.302035934958 0.555573836659 1 1 1 1
33 264 -0.865587155147 -0.349843425115 0.434483881802 0.554109308395 1 1 1 1
34 272 -0.825118698136 -0.353591779964 0.492263048186 0.551257934516 1 1 1 1
35 280 -0.799850432093 -0.284852874675 0.459095180897 0.546762468792 1 1 1 1
36 288 -0.837512872024 -0.333794383417 0.476483199491 0.514031632939 1 1 1 1
37 296 -0.832540058149 -0.245773591189 0.478950134063 0.561558369766 1 1 1 1
38 304 -0.867736091228 -0.328374411574 0.545474025101 0.625288993409 1 1 1 1
39 312 -0.878301214605 -0.262498971152 0.579816713351 0.586190302959 1 1 1 1
40 320 -0.844616935913 -0.192435798194 0.484520536793 0.549540169713 1 1 1 1
41 328 -0.795516018065 -0.207745707229 0.379262377385 0.572662547952 1 1 1 1
42 336 -0.709790149275 -0.206721385888 0.37455260093 0.59127726265 1 1 1 1
43 344 -0.735536959618 -0.30502738344 0.461195543014 0.621298626928 1 1 1 1
44 352 -0.8006117057 -0.3900644009 0.580061653556 0.635085546024 1 1 1 1
45 360 -0.831744657354 -0.414012623138 0.650582117955 0.68956288793 1 1 1 1
46 368 -0.794364778836 -0.547798594479 0.681286059117 0.682984634871 1 1 1 1
47 376 -0.778816677631 -0.432019589994 0.648483487339 0.676543437853 1 1 1 1
48 384 -0.691053997953 -0.367831775356 0.645205502857 0.690739239416 1 1 1 1
49 392 -0.666040464065 -0.3608149191 0.646402806774 0.669067378197 1 1 1 1
50 400 -0.597109239206 -0.317074610119 0.475860418577 0.625280117624 1 1 1 1
51 408 -0.528477191698 -0.374176823983 0.43964675366 0.717299977153 1 1 1 1
52 416 -0.623976026815 -0.387743494288 0.513948739672 0.705513516724 1 1 1 1
53 424 -0.627769816885 -0.300189515305 0.435172072605 0.724004857805 1 1 1 1
54 432 -0.538862406525 -0.333018851359 0.404528715472 0.72719114748 1 1 1 1
55 440 -0.566627731877 -0.344699160108 0.475723457817 0.760357639186 1 1 1 1
56 448 -0.581684159878 -0.299024044262 0.562451391794 0.753982241297 1 1 1 1
57 456 -0.684628560341 -0.308406331262 0.435068088465 0.754722797931 1 1 1 1
58 464 -0.787257659339 -0.401386533382 0.517735117719 0.740319235714 1 1 1 1
59 472 -0.734953142634 -0.367088851069 0.576678563856 0.677303844607 1 1 1 1
60 480 -0.74962605811 -0.375295967816 0.503121352117 0.788429665866 1 1 1 1
61 488 -0.746603514237 -0.352787437112 0.449272403694 0.78887242269 1 1 1 1
62 496 -0.806815073309 -0.310151906315 0.385117447731 0.817799239621 1 1 1 1
63 504 -0.875455117127 -0.500261852652 0.591798428146 0.82018243344 1 1 1 1
64 512 -0.87953929867 -0.482478516595 0.536142514472 0.836389897566 1 1 1 1
65 520 -0.859112012461 -0.554588620772 0.559027038642 0.82876332231 1 1 1 1
66 528 -0.845341040196 -0.542691157613 0.481590411101 0.807190937096 1 1 1 1
67 536 -0.833614550551 -0.516433827239 0.447477577623 0.792785329031 1 1 1 1
68 544 -0.88535220085 -0.59148277762 0.575552283993 0.81488114125 1 1 1 1
69 552 -0.907778357108 -0.60997246902 0.595463439308 0.871861195767 1 1 1 1
70 560 -0.890405173325 -0.553160100137 0.593558440665 0.850807492024 1 1 1 1
71 568 -0.934017440179 -0.580669348014 0.611914000552 0.865987760004 1 1 1 1
